season,abbreviation,playoffs,x3p,x3p_percent,x3pa,pts
2001,MIL,1,562,0.379,1481,8260
2001,MIN,1,322,0.357,901,7982
2001,NJN,0,361,0.333,1084,7552
2001,NYK,1,391,0.351,1115,7275
2001,ORL,1,490,0.364,1346,7992
2001,PHI,1,262,0.326,803,7763
2001,PHO,1,332,0.315,1054,7710
2001,POR,1,369,0.349,1057,7824
2001,SAC,1,479,0.354,1353,8343
2001,SAS,1,445,0.407,1094,7886
2001,SEA,0,466,0.399,1169,7978
2001,TOR,1,429,0.369,1164,8007
2001,UTA,1,325,0.381,852,7959
2001,VAN,0,325,0.343,947,7522
2001,WAS,0,275,0.324,848,7645
